2003-12-29|46371|What's with those blank taskbar buttons that go away when I click on them?
2003-12-30|46594|What's the difference between CreateMenu and CreatePopupMenu?
2003-12-31|46875|How to stop delivery of telephone books
2004-01-01|47042|Don't trust the return address
2004-01-02|47184|The history of calling conventions, part 1
2004-01-05|47685|Why does the x86 have so few registers?
2004-01-06|47937|Why does the copy dialog give such horrible estimates?
2004-01-07|48304|Words I'd like to ban in 2004
2004-01-08|48616|The history of calling conventions, part 3
2004-01-13|58199|The history of calling conventions, part 4: ia64
2004-01-14|58579|The history of calling conventions, part 5: amd64
2004-01-15|58973|What can go wrong when you mismatch the calling convention?
2004-01-16|59415|How can a program survive a corrupted stack?
2004-01-19|60162|Uninitialized garbage on ia64 can be deadly
2004-01-20|60603|ia64 - misdeclaring near and far data
2004-01-21|61101|Fixing security holes in other programs
2004-01-22|61647|What happened to DirectX 4?
2004-01-23|62123|The white flash
2004-01-26|62991|The hollow brush
2004-01-26|63163|Blog going on autopilot for a while
2004-01-27|63401|Some reasons not to do anything scary in your DllMain
2004-01-28|63880|Another reason not to do anything scary in your DllMain: Inadvertent deadlock
2004-01-29|64389|Integer overflow in the new[] operator
2004-01-30|65013|The format of string resources
2004-02-02|66159|The management of memory for resources in 16-bit Windows
2004-02-02|66160|What goes wrong when you add "Copy To" to the context menu
2004-02-03|66660|Mismatching scalar and vector new and delete
2004-02-04|67384|Answers to exercises - mismatching new/delete
2004-02-05|68017|The layout of a COM object
2004-02-06|68695|Adjustor thunks
2004-02-09|70002|Pointers to member functions are very strange animals
2004-02-11|71307|Sure, we do that
2004-02-12|71851|TEXT vs. _TEXT vs. _T, and UNICODE vs. _UNICODE
2004-02-13|72476|Bad version number checks
2004-02-16|73780|The arms race between programs and users
2004-02-17|74811|GetDialogBaseUnits is a crock
2004-02-17|74812|The social skills of a thermonuclear device
2004-02-20|77120|Why do I get a QueryInterface(IID_IMarshal) and then nothing?
2004-02-21|77681|Raymond's comment policy
2004-02-24|79212|What's so special about the desktop window?
2004-02-26|80492|Why do timestamps change when I copy files to a floppy?
2004-02-27|81155|The correct order for disabling and enabling windows
2004-03-01|82103|Why 16-bit DOS and Windows are still with us
2004-03-02|82639|Why are HANDLE return values so inconsistent?
2004-03-03|83244|Blow the dust out of the connector
2004-03-04|83799|Where do those customized web site icons come from?
2004-03-05|84469|Defrauding the WHQL driver certification process
2004-03-08|85901|C++ scoped static initialization is not thread-safe, on purpose!
2004-03-09|86555|Char.IsDigit() matches more than just "0" through "9"
2004-03-10|87247|Why do operations on "byte" result in "int"?
2004-03-12|88572|What is the default security descriptor?
2004-03-15|89753|How do I convert a SID between binary and string forms?
2004-03-16|90448|Why do text files end in Ctrl+Z?
2004-03-16|90449|Still more creative uses for CAPTCHA
2004-03-17|91178|On a server, paging = death
2004-03-18|91899|Why is the line terminator CR+LF?
2004-03-24|95235|Some files come up strange in Notepad
2004-03-25|95849|The SAS in-flight safety video
2004-03-25|96457|URLs too small? Here comes hugeurl.com
2004-03-26|96777|The ways people mess up IUnknown::QueryInterface
2004-03-27|100432|What U.S. college students miss from home
2004-03-28|100796|You know you've been in Sweden too long when...
2004-03-29|101121|Why Ctrl+Alt shouldn't be used as a shortcut modifier
2004-03-29|101122|The army is cool, except for the part where you have to fight
2004-03-29|101349|It's embarrassing how little Swedish you need to know
2004-03-30|103379|Where did my Task Manager tabs and buttons go?
2004-03-30|103380|"Special skills" draft on the drawing board
2004-03-31|104776|The look of Luna
2004-03-31|104777|When temperance backfires
2004-04-05|108205|How can I format my USB drive as NTFS?
2004-04-06|108395|Reference counting is hard.
2004-04-08|109775|Where does the taskbar get grouped button titles from?
2004-04-15|113811|Why can't I install Windows on my USB drive?
2004-04-20|116749|Why can't the system hibernate just one process?
2004-04-22|118161|Cleaner, more elegant, and wrong
2004-04-23|118893|How to retrieve text under the cursor (mouse pointer)
2004-04-26|120193|In order to demonstrate our superior intellect, we will now ask you a question you cannot answer.
2004-04-27|121049|Why doesn't C# have "const"?
2004-04-28|122037|What is __purecall?
2004-05-06|127141|Why did InterlockedIncrement/Decrement only return the sign of the result?
2004-05-07|127826|When should your destructor be virtual?
2004-05-10|129068|There are two types of scrollbars
2004-05-10|129069|A guide to British pub etiquette
2004-05-11|129760|Links about COM threading models
2004-05-13|131116|Thinking through a feature
2004-05-14|131881|When do you disable an option and when do you remove it?
2004-05-17|133181|When do you put ... after a button or menu?
2004-05-18|134051|String sorting is not done by ASCII code any more.
2004-05-19|134937|Beware the hash reset attack
2004-05-20|135841|Do you know when your destructors run? Part 1.
2004-05-21|136702|You can do anything at zombo.com, anything at all
2004-05-24|140283|Extending the Internet Explorer context menu
2004-05-25|141253|When you change the insides, nobody notices
2004-05-27|143042|What is the difference between Minimize All and Show Desktop?
2004-05-28|143771|How do you undo Minimize All and Show Desktop?
2004-05-31|144893|Why is the default 8-bit codepage called "ANSI"?
2004-06-01|145428|What does SHGFI_USEFILEATTRIBUTES mean?
2004-06-02|146671|The dreaded "main" threading model
2004-06-03|147583|My first death threat
2004-06-04|148426|An easy way to determine whether you have a particular file permission
2004-06-07|150047|Deleted but not yet forgotten
2004-06-09|151689|What are these directories called 0409 and 1033?
2004-06-10|152612|Speeding up adding items to a combobox or listbox
2004-06-14|155107|What is the difference between HINSTANCE and HMODULE?
2004-06-15|156022|What was the purpose of the hPrevInstance parameter to WinMain?
2004-06-17|158175|The evolution of dialog templates - Introduction
2004-06-17|158176|Exploding frying pans
2004-06-25|165762|Monitor giving you a headache? Check the refresh rate.
2004-06-25|165763|Hong Kong crocodile caught at last.
2004-06-25|166545|Suggestion box
2004-06-28|167800|When does SHLoadInProc unload a DLL?
2004-06-28|167801|Ringside seats at Fruit Fly Fight Club
2004-06-29|168719|The difference between thread-safety and re-entrancy
2004-06-29|168720|You can already see the bug report that led to this dialog box
2004-06-30|169757|Why does the Links folder keep re-creating itself?
2004-06-30|169758|Fees disguised as taxes
2004-07-01|170857|What's this fascination with Germanic languages?
2004-07-02|171769|Don't name your DLL "Security.dll"
2004-07-05|173226|What's the difference between SHGetMalloc, SHAlloc, CoGetMalloc, and CoTaskMemAlloc
2004-07-06|173935|Differences between managers and programmers
2004-07-09|178342|How does Add/Remove Programs get the size and other information?
2004-07-13|181733|Watch out for those sample URLs
2004-07-15|184076|Don't forget to #define UNICODE if you want Unicode
2004-07-16|185261|How to display a string without those ugly boxes
2004-07-20|188696|Querying information from an Explorer window
2004-07-21|189860|Why was nine the maximum number of monitors in Windows 98?
2004-07-22|191123|Why can't you trap TerminateProcess?
2004-07-23|192531|Why do some process stay in Task Manager after they've been killed?
2004-07-26|443384|What is the difference between WM_DESTROY and WM_NCDESTROY?
2004-07-27|198410|Disabling the program crash dialog
2004-07-28|199589|The evolution of mascara in Windows UI
2004-07-30|201988|What is the DS_CONTROL style for?
2004-08-02|205624|How to set focus in a dialog box
2004-08-05|208908|The oft-misunderstood /3GB switch
2004-08-06|209840|Kernel address space consequences of the /3GB switch
2004-08-09|211356|Myth: Without /3GB the total amount of memory that can be allocated across all programs is 2GB
2004-08-10|211890|Myth: Without /3GB a single program can't allocate more than 2GB of virtual memory
2004-08-12|213468|Myth: The /3GB switch expands the user-mode address space of all programs
2004-08-17|215682|Why is the virtual address space 4GB anyway?
2004-08-18|216492|Myth: PAE increases the virtual address space beyond 4GB
2004-08-19|217087|Myth: In order to use AWE, you must enable PAE
2004-08-20|217683|The curious interaction between PAE and NX
2004-08-22|218527|Summary of the recent spate of /3GB articles
2004-08-23|218837|The kooky STRRET structure
2004-08-24|219444|Beware of non-null-terminated registry strings
2004-08-25|220195|Why can't you treat a FILETIME as an __int64?
2004-08-26|220873|Why do some structures end with an array of size 1?
2004-08-27|221486|Importance of alignment even on x86 machines
2004-08-31|223271|Reading a contract from the other side: Application publishers
2004-09-01|223936|How to find the Internet Explorer binary
2004-09-02|224672|Why does Windows keep your BIOS clock on local time?
2004-09-06|226045|The shift key overrides NumLock
2004-09-13|228780|How does Windows exploit hyperthreading?
2004-09-14|229387|The x86 architecture is the weirdo
2004-09-15|229915|Interlocked operations don't solve everything
2004-09-16|230388|A visual history of spam (and virus) email
2004-09-17|230839|Why does my mouse/touchpad sometimes go berzerk?
2004-09-20|231739|How to host an IContextMenu, part 1 - Initial foray
2004-09-21|232369|Pitfalls in handling the WM_CONTEXTMENU message
2004-09-22|232836|How to host an IContextMenu, part 2 - Displaying the context menu
2004-09-22|232903|How to contact Raymond
2004-09-23|233376|How to host an IContextMenu, part 3 - Invocation location
2004-09-23|233377|Penguins do not fall over!
2004-09-24|234113|How to host an IContextMenu, part 4 - Key context
2004-09-24|234115|The unrecognized assistants on those do-it-yourself shows
2004-09-27|234739|How to host an IContextMenu, part 5 - Handling menu messages
2004-09-28|235242|How to host an IContextMenu, part 6 - Displaying menu help
2004-09-29|235737|What does boldface on a menu mean?
2004-09-29|235738|Still more goofy terms of service - restrictions on information disclosure
2004-09-30|236133|How to host an IContextMenu, part 7 - Invoking the default verb
2004-10-05|238050|The macros for declaring and implementing COM interfaces
2004-10-06|238630|How to host an IContextMenu, part 10 - Composite extensions - groundwork
2004-10-08|239767|Why is there a separate GetSystemDirectory function?
2004-10-11|240744|What's the atom returned by RegisterClass useful for?
2004-10-12|241228|People lie on surveys and focus groups, often unwittingly
2004-10-13|241725|Dispatching items collected from the suggestion box
2004-10-14|242241|The procedure entry point SHCreateThreadRef could not be located...
2004-10-15|242761|Logical consequences of the way Windows converts single-clicks into double-clicks
2004-10-18|243925|Implementing higher-order clicks
2004-10-25|247180|Accessing the current module's HINSTANCE from a static library
2004-10-26|247918|The strangest way of detecting Windows NT
2004-10-27|248464|Sometimes you can't read the text under the cursor
2004-10-28|249044|Where did windows minimize to before the taskbar was invented?
2004-11-01|250610|What was the difference between LocalAlloc and GlobalAlloc?
2004-11-09|254441|A history of GlobalLock, part 4: A peek at the implementation
2004-11-10|255047|Why does Windows not recognize my USB device as the same device if I plug it into a different port?
2004-11-11|255800|Advantages of knowing your x86 machine code
2004-11-12|256472|Will dragging a file result in a move or a copy?
2004-11-16|258220|What is this Xerox directory doing in Program Files?
2004-11-18|264217|If a program and a folder have the same name, the shell prefers the program
2004-11-18|264243|Am I sorry or not?
2004-11-19|266664|The various ways of sending a message
2004-11-22|267890|When people ask for security holes as features: World-writable files
2004-11-23|268486|Why do folders like "My Pictures" come back after I delete them?
2004-11-24|269237|Why can't you drop directly onto a taskbar button?
2004-11-26|270710|Simple things you can do with the ShellExecuteEx function
2004-11-29|271551|Why doesn't the RunAs program accept a password on the command line?
2004-11-30|272262|What's the difference between GetKeyState and GetAsyncKeyState?
2004-12-01|273018|What is the purpose of the bmPlanes member of the BITMAP structure?
2004-12-02|273721|Why did Windows 95 run the timer at 55ms?
2004-12-03|274312|Why are documents printed out of order when you multiselect and choose "Print"?
2004-12-06|275659|Dragging a shell object, part 1: Getting the IDataObject
2004-12-13|281910|Why do I get E_NOINTERFACE when creating an object that supports that interface?
2004-12-14|300205|Scientists come one step closer to the perfect poppy-seed bagel
2004-12-15|313250|The hunt for a faster syscall trap
2004-12-16|317157|Optimization is often counter-intuitive
2004-12-20|327369|Don't save anything you can recalculate
2004-12-22|329884|BOOL vs. VARIANT_BOOL vs. BOOLEAN vs. bool
2004-12-23|331246|Do you need clean up one-shot timers?
2004-12-24|331750|Why does the system convert TEMP to a short file name?
2004-12-24|331751|How to open those plastic packages of electronics without injuring yourself
2004-12-27|332704|You can create an infinitely recursive directory tree
2004-12-27|332705|Alton Brown book tour 2005: I'm Just Here for More Food
2004-12-28|336219|Computing the size of a directory is more than just adding file sizes
2004-12-29|343664|Using fibers to simplify enumerators, part 1: When life is easier for the enumerator
2004-12-30|344281|Using fibers to simplify enumerators, part 2: When life is easier for the caller
2004-12-31|344799|Using fibers to simplify enumerators, part 3: Having it both ways
2005-01-03|345800|Using fibers to simplify enumerators, part 4: Filtering
2005-01-04|346274|Using fibers to simplify enumerators, part 5: Composition
2005-01-05|346888|PulseEvent is fundamentally flawed
2005-01-06|347666|A rant against flow control macros
2005-01-07|348437|How can code that tries to prevent a buffer overflow end up causing one?
2005-01-11|350628|Why doesn't \\ autocomplete to all the computers on the network?
2005-01-12|351398|User interface design for vending machines
2005-01-14|352949|Cleaner, more elegant, and harder to recognize
2005-01-16|347666|A rant against flow control macros
2005-01-17|354399|How did MS-DOS report error codes?
2005-01-18|355177|The importance of error code backwards compatibility
2005-01-19|356048|CreateProcess does not wait for the process to start
2005-01-20|357225|A 90-byte "whereis" program
2005-01-21|358109|Why are kernel HANDLEs always a multiple of four?
2005-01-26|360797|The strangest way of rounding down to the nearest quarter
2005-01-27|361595|Control how much network bandwith Automatic Updates will use
2005-01-28|362565|Capturing the current directory from a batch file
2005-01-31|363790|Why did the Win64 team choose the LLP64 model?
2005-02-01|364563|How to detect programmatically whether you are running on 64-bit Windows
2005-02-02|365432|The history of the Windows PowerToys
2005-02-03|366277|Why is breadth-first searching better for file system tree walking?
2005-02-07|368423|Why does DS_SHELLFONT = DS_FIXEDSYS | DS_SETFONT?
2005-02-09|369804|The dangers of filtering window messages
2005-02-10|370445|Why do minimized windows have an apparent size of 160x31?
2005-02-11|371042|Windowless controls are not magic
2005-02-14|372266|LoadLibraryEx(DONT_RESOLVE_DLL_REFERENCES) is fundamentally flawed
2005-02-17|375307|MsgWaitForMultipleObjects and the queue state
2005-02-18|376080|Modality, part 1: UI-modality vs code-modality
2005-02-22|378018|Modality, part 3: The WM_QUIT message
2005-02-23|378866|Modality, part 4: The importance of setting the correct owner for modal UI
2005-02-24|379635|Modality, part 5: Setting the correct owner for modal UI
2005-03-01|382380|Modality, part 7: A timed MessageBox, the cheap version
2005-03-01|382765|Suggestion Box 2
2005-03-08|389527|Keep your eye on the code page
2005-03-09|390706|Using SystemParametersInfo to access user interface settings
2005-03-10|392118|Why does SystemParametersInfo hang when I pass the SPIF_SENDCHANGE flag?
2005-03-11|394249|Performance gains at the cost of other components
2005-03-14|395271|A subtlety in restoring previous window position
2005-03-15|395866|Windows are not cheap objects
2005-03-21|399688|Psychic debugging: Why your expensive four-processor machine is ignoring three of its processors
2005-03-22|400373|Why does the debugger show me the wrong function?
2005-03-24|401490|Pointers to virtual functions with adjustors
2005-03-25|402180|If you disable drag/drop on the Start menu, you also disable right-click
2005-03-25|402181|The invisible price reduction
2005-03-28|402889|When a program asks you a question and then gets upset if you answer it
2005-03-28|402891|The CEO-to-English Phrase Book, a continuing series from Slate
2005-03-29|403298|The dialog manager, part 1: Warm-ups
2005-03-29|403327|Adventures in product testing: Candles that catch fire
2005-03-30|403711|The dialog manager, part 2: Creating the frame window
2005-03-31|404108|The dialog manager, part 3: Creating the controls
2005-03-31|404109|Neuroscience in the service of basketball fans
2005-04-11|407130|The end of one of the oldest computers at Microsoft still doing useful work
2005-04-12|407562|There's an awful lot of overclocking out there
2005-04-18|409205|What is the HINSTANCE passed to CreateWindow and RegisterClass used for?
2005-04-19|409620|When people ask for security holes as features: Hiding files from Explorer
2005-04-21|410397|The Itanium's so-called stack
2005-04-22|410773|The new scratch program
2005-04-25|411741|What is the HINSTANCE passed to SetWindowsHookEx used for?
2005-04-26|412116|Thread messages are eaten by modal loops
2005-04-29|412577|Building a dialog template at run-time
2005-05-03|414317|Managing the UI state of accelerators and focus rectangles
2005-05-04|414602|When people ask for security holes as features: Stealing passwords
2005-05-05|414910|How do I cover the taskbar with a fullscreen window?
2005-05-06|415158|How to query properties of the taskbar
2005-05-09|415714|Developing a Chinese/English dictionary: Introduction
2005-05-10|415991|Loading the dictionary, part 1: Starting point
2005-05-11|416430|Loading the dictionary, part 2: Character conversion
2005-05-16|417865|Loading the dictionary, part 4: Character conversion redux
2005-05-18|419130|Loading the dictionary, part 5: Avoiding string copying
2005-05-19|420038|Loading the dictionary, part 6: Taking advantage of our memory allocation pattern
2005-05-20|420426|I'd like to register my stolen car, please
2005-05-23|421024|Why are DLLs unloaded in the "wrong" order?
2005-05-24|421399|Boil first, then mash
2005-05-24|421440|Understanding ternary raster operations
2005-05-25|421707|The effect of SetCursor lasts only until the next SetCursor
2005-05-26|422076|Why does Add or Remove Programs show a large blank space?
2005-05-27|422551|When is x/2 different from x>>1?
2005-05-30|423202|You can't simulate keyboard input with PostMessage
2005-05-30|423203|Shocked (shocked!) that patronage exists in Chicago politics
2005-05-31|423407|Using modular arithmetic to avoid timing overflow problems
2005-06-01|423817|Using /LARGEADDRESSAWARE on 64-bit Windows for 32-bit programs
2005-06-03|424802|Why does Windows XP SP2 sometimes forget my CD autoplay settings?
2005-06-07|426294|What if two programs did this?
2005-06-08|426720|Why don't control panel programs and property sheets show up in the taskbar?
2005-06-09|427240|Why can't the default drag/drop behavior be changed?
2005-06-15|429338|Displaying the dictionary, part 3: Using an owner-data listview
2005-06-16|429814|What is the difference between "Unpin from Start menu" and "Remove from this list"?
2005-06-21|431054|The Date/Time control panel is not a calendar
2005-06-21|431055|Google is the cute two-year-old girl with curly blond hair that gets all the attention
2005-06-24|432229|Why can't I get the pixels of a window that isn't visible on screen?
2005-06-27|432303|Why are there broadcast-based mechanisms in Windows?
2005-06-28|433341|Why do Microsoft code samples tend to use ZeroMemory instead of { 0 }?
2005-06-30|434209|Beware of roaming user profiles
2005-07-01|434647|What's the difference between My Documents and Application Data?
2005-07-01|434648|I hope you weren't using those undocumented critical section fields
2005-07-06|436043|What's the point of DeferWindowPos?
2005-07-07|436435|What are SYSTEM_FONT and DEFAULT_GUI_FONT?
2005-07-14|438774|Where did the names of the computer Hearts opponents come from?
2005-07-15|439261|The apocryphal history of file system tunnelling
2005-07-18|439939|If InitCommonControls doesn't do anything, why do you have to call it?
2005-07-20|440918|Why does FindFirstFile find short names?
2005-07-21|441330|FindFirstFile is not a SQL query
2005-07-22|441785|The importance of passing the WT_EXECUTELONGFUNCTION flag to QueueUserWorkItem
2005-07-26|443384|What is the difference between WM_DESTROY and WM_NCDESTROY?
2005-07-27|443824|When the normal window destruction messages are thrown for a loop
2005-07-29|444912|Does Windows have a limit of 2000 threads per process?
2005-08-01|445998|Rendering standard Windows elements
2005-08-02|446605|Rendering menu glyphs is slightly trickier
2005-08-09|449438|That's about the size of it
2005-08-10|449865|How can a company get access to Windows Error Reporting data?
2005-08-10|449866|Why is Windows Error Reporting nicknamed "Dr. Watson"?
2005-08-15|451752|The poor man's way of identifying memory leaks
2005-08-16|452141|When people ask for security holes as features: Silent install of uncertified drivers
2005-08-17|452630|Why is processor affinity inherited by child processes?
2005-08-18|453054|What are the access rights and privileges that control changing ownership of an object?
2005-08-19|453612|How many floppy disks did Windows 95 come on?
2005-08-22|454487|How do you convince developers to pay their "taxes"?
2005-08-23|455089|Why are icons multiples of 8 pixels in width?
2005-08-24|455557|Buying an entire Egghead Software store
2005-08-29|457483|Why is the default console codepage called "OEM"?
2005-09-02|459952|Precision is not the same as accuracy
2005-09-05|461035|Spider Solitaire unseats the reigning champion
2005-09-06|461390|Windows Server 2003 can take you back in time
2005-09-08|462403|I won't be signing books but don't let that stop you
2005-09-09|462906|Reading the output of a command from batch
2005-09-12|463977|Understanding the consequences of WAIT_ABANDONED
2005-09-14|466051|The double-Ctrl+Alt+Del feature is really a kludge
2005-09-19|471240|Why doesn't Microsoft give every employee a UPS?
2005-09-19|471241|Corrections to the answers I gave at the end of my PDC talk
2005-09-20|471749|Things to do at Microsoft when the power goes out
2005-09-25|473724|This is an unsupported ride, so if you stop, you will fall over
2005-09-26|473953|Kurt would have wanted it that way
2005-09-26|473954|Raymond's 2005 MVP Global Summit event diary
2005-09-27|474384|COM object destructors are very sensitive functions
2005-09-29|475298|On objects with a reference count of zero
2005-09-29|475299|The DHS television show was all a scam, it appears
2005-09-30|475688|But I have Visual Basic Professional
2005-09-30|475689|English Cut: Bringing bespoke tailoring into the general consciousness
2005-09-30|475690|The reverse-engineering of PDC 2005 pass colors
2005-10-03|476413|Consequences of the scheduling algorithm: Low priority threads can run even when higher priority threads are running
2005-10-04|476847|Consequences of the scheduling algorithm: Sleeping doesn't always help
2005-10-05|477317|Running old programs in a virtual machine doesn't necessarily create a good user experience
2005-10-05|477802|The unfortunate interaction between LOAD_LIBRARY_AS_DATAFILE and DialogBox
2005-10-07|478215|Your profiling tools can manufacture performance issues where there were none
2005-10-10|479124|Thread affinity of user interface objects, part 1: Window handles
2005-10-11|479587|Thread affinity of user interface objects, part 2: Device contexts
2005-10-12|480064|Thread affinity of user interface objects, part 3: Menus, icons, cursors, and accelerator tables
2005-10-13|480569|Thread affinity of user interface objects, part 4: GDI objects and other notes on affinity
2005-10-14|481043|Thread affinity of user interface objects, part 5: Object clean-up
2005-10-17|481810|The undeletable Outlook folder
2005-10-19|482632|There's something about Rat Poker
2005-10-20|483042|Quick and dirty buzzword bingo cards in Excel
2005-10-20|483043|The things in the PDC 2005 introductory video
2005-10-25|484602|One person's discoverable feature is another person's annoyance
2005-10-25|484604|It's like being at the PDC, but without the lines or the tote bag
2005-10-26|485133|When programs assume that the system will never change, episode 1
2005-10-27|485595|Why is the OEM code page often called ANSI?
2005-10-28|486194|How to recognize different types of sentinel timestamps from quite a long way away
2005-10-28|486195|Even in the enlightened year of 2005, we have programs that don't handle long file names
2005-10-31|487245|The Hallowe'en-themed lobby
2005-10-31|487246|Night of the Knitting Dead
2005-11-01|487658|The COM interface contract rules exist for a reason
2005-11-01|487660|Bicycling from Mercer Island to Microsoft main campus
2005-11-07|489807|Take it easy on the automatic retries
2005-11-10|491299|When was the last time you formatted a floppy disk?
2005-11-14|492483|What was Dr. Watson's original name?
2005-11-21|495246|What's the difference between HWND_TOP and HWND_TOPMOST?
2005-11-23|496248|Semaphores don't have owners
2005-11-24|496690|What causes a program to be marked as "new" on the Start menu?
2005-11-25|496954|This video universally gets one of two reactions
2005-11-25|496955|How to get Raymond to stop being interested in talking with you
2005-11-28|497442|Taxes: Hierarchical Storage Management
2005-11-28|497443|Where does an IT guy from a major hotel chain stay at the PDC?
2005-11-29|497864|Taxes: Geopolitics
2005-11-29|497865|The craft of UI design: flow|state
2005-11-30|498399|Sometimes the fault is not in our stars but in ourselves
2005-11-30|498400|The Airline Screening Playset
2005-12-01|498882|What one Windows XP feature am I most proud of?
2005-12-02|499389|Psychic debugging: Why your CPU usage is hovering at 50%
2005-12-06|500513|When a token changes its meaning mid-stream
2005-12-08|501558|Using a physical object as a reminder
2005-12-09|502014|On the inability to support hardware that nobody makes any more
2005-12-19|505449|Beware the Image File Execution Options key
2005-12-20|505887|Why does Windows setup lay down a new boot sector?
2005-12-26|508687|Why did the Windows 95 CD have extra fun stuff?
2005-12-28|508689|There's more to calling a function than just getting the types to match
2006-01-03|508694|Taxes: Remote Desktop Connection and painting
2006-01-04|509194|Taxes: Detecting session state changes, such as a locked workstation
